dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PARTC,,as C,Non-Filterable (Particle),1851.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PARTC,,as C,Non-Filterable (Particle),1854.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PARTN,,as N,Non-Filterable (Particle),358.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PARTN,,as N,Non-Filterable (Particle),366.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PARTP,,as P,Non-Filterable (Particle),25.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PH,,,Unfiltered,7.22000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,PH,,,Unfiltered,7.21000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,SO4,,as SO4,Filterable,1.19000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,SO4,,as SO4,Filterable,1.09000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,SRSI,,as Si,Unfiltered,0.19800,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,SRSI,,as Si,Unfiltered,0.21500,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,TDN,,as N,Dissolved,306.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,TDN,,as N,Dissolved,318.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-15,,epi,TDP,,as P,Dissolved,7.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,ALK,,alkalinity,"",114.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,CA,,as Ca,Filterable,1.50000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,CHLA,,"",Filterable,58.96000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,CL,,as Cl,Filterable,0.14000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,COND,,"",Unfiltered,14.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,DIC,,as Total CO2,Dissolved,17.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,DOC,,as C,Filterable,780.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,FE,,as Fe,Filterable,0.07000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,K,,as K,Filterable,0.13000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,MG,,as Mg,Filterable,0.48000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,NA,,as Na,Filterable,0.86000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,NO3,,as NO3-N,Filterable,9.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,PARTC,,as C,Non-Filterable (Particle),1884.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,PARTN,,as N,Non-Filterable (Particle),387.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,PARTP,,as P,Non-Filterable (Particle),29.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,PH,,,Unfiltered,7.50000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,SO4,,as SO4,Filterable,0.89000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,SRSI,,as Si,Unfiltered,0.57100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,TDN,,as N,Dissolved,382.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-06-29,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,ALK,,alkalinity,"",86.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CA,,as Ca,Filterable,1.58000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CA,,as Ca,Filterable,1.51000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CHLA,,"",Filterable,21.29000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CHLA,,"",Filterable,21.87000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CL,,as Cl,Filterable,0.12000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,CL,,as Cl,Filterable,0.13000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,COND,,"",Unfiltered,15.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,COND,,"",Unfiltered,15.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,DIC,,as Total CO2,Dissolved,56.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,DIC,,as Total CO2,Dissolved,59.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,DOC,,as C,Filterable,887.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,DOC,,as C,Filterable,919.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,FE,,as Fe,Filterable,0.11000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,FE,,as Fe,Filterable,0.11000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,K,,as K,Filterable,0.12000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,K,,as K,Filterable,0.13000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,MG,,as Mg,Filterable,0.46000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,MG,,as Mg,Filterable,0.48000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,MN,,as Mn,Filterable,0.02230,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,MN,,as Mn,Filterable,0.02260,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NA,,as Na,Filterable,0.80000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NA,,as Na,Filterable,0.81000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NO3,,as NO3-N,Filterable,6.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,NO3,,as NO3-N,Filterable,7.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTC,,as C,Non-Filterable (Particle),1982.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTC,,as C,Non-Filterable (Particle),1994.80000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTN,,as N,Non-Filterable (Particle),377.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTN,,as N,Non-Filterable (Particle),414.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTP,,as P,Non-Filterable (Particle),13.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PARTP,,as P,Non-Filterable (Particle),13.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PH,,,Unfiltered,6.31000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,PH,,,Unfiltered,6.38000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,SO4,,as SO4,Filterable,0.86000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,SO4,,as SO4,Filterable,0.83000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,SRSI,,as Si,Unfiltered,1.29700,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,SRSI,,as Si,Unfiltered,1.31700,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,TDN,,as N,Dissolved,414.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,TDN,,as N,Dissolved,403.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,TDP,,as P,Dissolved,7.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-07-20,,epi,TDP,,as P,Dissolved,7.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,ALK,,alkalinity,"",71.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,CA,,as Ca,Filterable,1.42000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,CHLA,,"",Filterable,11.53000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,CL,,as Cl,Filterable,0.13000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,COND,,"",Unfiltered,14.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,DIC,,as Total CO2,Dissolved,75.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,DOC,,as C,Filterable,992.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,FE,,as Fe,Filterable,0.07000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,K,,as K,Filterable,0.10000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,MG,,as Mg,Filterable,0.45000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,NA,,as Na,Filterable,0.78000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,PARTC,,as C,Non-Filterable (Particle),1474.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,PARTN,,as N,Non-Filterable (Particle),223.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,PARTP,,as P,Non-Filterable (Particle),16.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,PH,,,Unfiltered,6.33000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,SO4,,as SO4,Filterable,0.74000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,SRSI,,as Si,Unfiltered,1.31400,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,TDN,,as N,Dissolved,377.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-03,,epi,TDP,,as P,Dissolved,7.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,ALK,,alkalinity,"",77.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,ALK,,alkalinity,"",85.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CA,,as Ca,Filterable,1.49000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CA,,as Ca,Filterable,1.50000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CHLA,,"",Filterable,17.38000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CHLA,,"",Filterable,18.04000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CL,,as Cl,Filterable,0.12000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,CL,,as Cl,Filterable,0.14000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,COND,,"",Unfiltered,14.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,COND,,"",Unfiltered,14.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,DIC,,as Total CO2,Dissolved,26.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,DIC,,as Total CO2,Dissolved,31.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,DOC,,as C,Filterable,956.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,DOC,,as C,Filterable,1020.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,FE,,as Fe,Filterable,0.06000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,FE,,as Fe,Filterable,0.06000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,K,,as K,Filterable,0.10000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,K,,as K,Filterable,0.11000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,MG,,as Mg,Filterable,0.46000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,MG,,as Mg,Filterable,0.46000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2016-08-17,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
