dataset_name,site,stream_name,activity_media_name,activity_start_date,date_type,mean_daily_discharge,result_unit,qualifier,comments,version,update_date
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-21,mean_date,0.0260,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-22,mean_date,0.0240,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-23,mean_date,0.0230,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-24,mean_date,0.0220,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-25,mean_date,0.0210,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-26,mean_date,0.0190,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-27,mean_date,0.0180,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-28,mean_date,0.0170,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-29,mean_date,0.0160,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-11-30,mean_date,0.0150,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-01,mean_date,0.0140,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-02,mean_date,0.0130,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-03,mean_date,0.0120,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-04,mean_date,0.0110,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-05,mean_date,0.0100,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-06,mean_date,0.0100,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-07,mean_date,0.0090,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-08,mean_date,0.0080,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-09,mean_date,0.0080,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-10,mean_date,0.0080,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-11,mean_date,0.0080,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-12,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-13,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-14,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-15,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-16,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-17,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-18,mean_date,0.0060,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-19,mean_date,0.0060,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-20,mean_date,0.0060,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-21,mean_date,0.0060,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-22,mean_date,0.0060,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-23,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-24,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-25,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-26,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-27,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-28,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-29,mean_date,0.0050,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-30,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2015-12-31,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-01,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-02,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-03,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-04,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-05,mean_date,0.0040,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-06,mean_date,0.0030,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-07,mean_date,0.0030,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-08,mean_date,0.0030,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-09,mean_date,0.0030,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-10,mean_date,0.0030,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-11,mean_date,0.0030,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-12,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-13,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-14,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-15,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-16,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-17,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-18,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-19,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-20,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-21,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-22,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-23,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-24,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-25,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-26,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-27,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-28,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-29,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-30,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-01-31,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-01,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-02,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-03,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-04,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-05,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-06,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-07,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-08,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-09,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-10,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-11,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-12,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-13,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-14,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-15,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-16,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-17,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-18,mean_date,0.0000,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-19,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-20,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-21,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-22,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-23,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-24,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-25,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-26,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-27,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-28,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-02-29,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-01,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-02,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-03,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-04,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-05,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-06,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-07,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-08,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-09,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-10,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-11,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-12,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-13,mean_date,0.0000,cubic metres per second reported to four decimal places,"estimated value:  This indicates a value that was indirectly determined by interpolation, extrapolation, correlation with other stations, or by other means but in consideration of meteorological data.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-14,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamA - inflow to Site1 lake,Stream Water,2016-03-15,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
