dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,K,,as K,Filterable,0.43000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,MG,,as Mg,Filterable,0.68000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,NA,,as Na,Filterable,0.84000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,PARTC,,as C,Non-Filterable (Particle),502.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,PARTN,,as N,Non-Filterable (Particle),21.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,PARTP,,as P,Non-Filterable (Particle),2.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,PH,,,Unfiltered,7.37000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,SO4,,as SO4,Filterable,1.58000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,SRSI,,as Si,Unfiltered,0.66100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,TDN,,as N,Dissolved,168.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-11,,epi,TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,ALK,,alkalinity,"",170.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,CA,,as Ca,Filterable,2.81000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,CHLA,,"",Filterable,1.40000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,CL,,as Cl,Filterable,0.20000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,DIC,,as Total CO2,Dissolved,175.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,DOC,,as C,Filterable,342.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,K,,as K,Filterable,0.40000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,MG,,as Mg,Filterable,0.64000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,NA,,as Na,Filterable,0.75000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,PARTC,,as C,Non-Filterable (Particle),438.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,PARTN,,as N,Non-Filterable (Particle),0.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,PH,,,Unfiltered,7.32000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,SO4,,as SO4,Filterable,1.64000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,SRSI,,as Si,Unfiltered,0.61400,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,TDN,,as N,Dissolved,162.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-08-26,,epi,TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,ALK,,alkalinity,"",170.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,CA,,as Ca,Filterable,2.87000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,CHLA,,"",Filterable,0.89000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,CL,,as Cl,Filterable,0.21000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,COND,,"",Unfiltered,23.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,DIC,,as Total CO2,Dissolved,180.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,DOC,,as C,Filterable,305.03357,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,K,,as K,Filterable,0.41000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,MG,,as Mg,Filterable,0.66000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,NA,,as Na,Filterable,0.74000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,PARTC,,as C,Non-Filterable (Particle),601.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,PARTN,,as N,Non-Filterable (Particle),31.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,PH,,,Unfiltered,7.37000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,SO4,,as SO4,Filterable,1.64000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,SRSI,,as Si,Unfiltered,0.61300,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,TDN,,as N,Dissolved,164.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-09,,epi,TDP,,as P,Dissolved,1.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,ALK,,alkalinity,"",177.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,ALK,,alkalinity,"",165.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CA,,as Ca,Filterable,2.70000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CA,,as Ca,Filterable,2.71000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CHLA,,"",Filterable,1.03000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CHLA,,"",Filterable,0.90000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CL,,as Cl,Filterable,0.19000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,CL,,as Cl,Filterable,0.20000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,DIC,,as Total CO2,Dissolved,183.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,DIC,,as Total CO2,Dissolved,186.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,DOC,,as C,Filterable,346.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,DOC,,as C,Filterable,356.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,K,,as K,Filterable,0.37000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,K,,as K,Filterable,0.38000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,MG,,as Mg,Filterable,0.63000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,MG,,as Mg,Filterable,0.62000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,NA,,as Na,Filterable,0.72000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,NA,,as Na,Filterable,0.73000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PARTC,,as C,Non-Filterable (Particle),484.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PARTC,,as C,Non-Filterable (Particle),540.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PARTN,,as N,Non-Filterable (Particle),24.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PARTN,,as N,Non-Filterable (Particle),11.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PH,,,Unfiltered,7.31000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,PH,,,Unfiltered,7.35000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,SO4,,as SO4,Filterable,1.62000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,SO4,,as SO4,Filterable,1.56000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,SRSI,,as Si,Unfiltered,0.57700,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,SRSI,,as Si,Unfiltered,0.57600,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,TDN,,as N,Dissolved,195.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,TDN,,as N,Dissolved,202.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-09-22,,epi,TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,ALK,,alkalinity,"",175.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,CA,,as Ca,Filterable,2.60000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,CHLA,,"",Filterable,0.99000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,CL,,as Cl,Filterable,0.19000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,DIC,,as Total CO2,Dissolved,177.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,DOC,,as C,Filterable,351.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,K,,as K,Filterable,0.35000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,MG,,as Mg,Filterable,0.58000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,NA,,as Na,Filterable,0.65000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,PH,,,Unfiltered,7.29000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,SO4,,as SO4,Filterable,1.60000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,SRSI,,as Si,Unfiltered,0.54500,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,TDN,,as N,Dissolved,186.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-10-06,,epi,TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,ALK,,alkalinity,"",177.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,ALK,,alkalinity,"",178.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CA,,as Ca,Filterable,2.77000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CA,,as Ca,Filterable,2.91000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CHLA,,"",Filterable,1.44000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CHLA,,"",Filterable,1.39000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CL,,as Cl,Filterable,0.17000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,CL,,as Cl,Filterable,0.16000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,COND,,"",Unfiltered,25.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site2,none (reference/control),Lake Water,2015-11-10,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
