dataset_name,site,activity_media_name,activity_start_date,date_type,max_temp,min_temp,result_unit,sampling_method_description,version,update_date
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-06,mean_date,4.216,-4.023,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-07,mean_date,3.765,-2.076,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-08,mean_date,2.698,-2.619,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-09,mean_date,0.453,-3.134,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-10,mean_date,-0.743,-2.159,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-11,mean_date,-3.784,-6.221,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-12,mean_date,-1.246,-4.797,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-13,mean_date,-0.068,-1.479,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-14,mean_date,-5.044,-6.945,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-15,mean_date,-6.599,-10.66,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-16,mean_date,-5.372,-7.631,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-17,mean_date,-9.83,-11.68,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-18,mean_date,-12.77,-15.88,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-19,mean_date,-10.1,-15.96,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-20,mean_date,-8.43,-12.42,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-21,mean_date,-6.569,-10.16,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-22,mean_date,-0.12,-8.93,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-23,mean_date,-0.13,-3.175,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-24,mean_date,-8.52,-15.3,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-25,mean_date,-9.08,-18.57,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-26,mean_date,-13.2,-19.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-27,mean_date,-15.22,-20.4,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-28,mean_date,-10.45,-19.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-29,mean_date,-12.86,-18.47,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-30,mean_date,-9.64,-17.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-12-31,mean_date,-9.16,-15.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-01,mean_date,-7.668,-10.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-02,mean_date,-4.888,-13.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-03,mean_date,-4.012,-7.074,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-04,mean_date,-3.647,-9.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-05,mean_date,-5.19,-8.35,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-06,mean_date,-8.77,-13.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-07,mean_date,-4.845,-12.6,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-08,mean_date,-7.033,-15.11,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-09,mean_date,-19.96,-25.31,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-10,mean_date,-19.36,-30.74,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-11,mean_date,-19.57,-28.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-12,mean_date,-20.73,-28.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-13,mean_date,-18.09,-26.94,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-14,mean_date,-15.34,-25.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-15,mean_date,-16.54,-19.68,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-16,mean_date,-21.91,-26.38,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-17,mean_date,-21.07,-32.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-18,mean_date,-17.67,-27.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-19,mean_date,-13.75,-25.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-20,mean_date,-12.51,-21.12,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-21,mean_date,-11.28,-12.87,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-22,mean_date,-7.546,-14.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-23,mean_date,-5.985,-11.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-24,mean_date,-6.199,-7.773,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-25,mean_date,-5.224,-7.166,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-26,mean_date,-6.201,-11.98,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-27,mean_date,-4.309,-10.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-28,mean_date,-7.813,-15.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-29,mean_date,-0.266,-16.6,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-30,mean_date,0.812,-2.521,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-01-31,mean_date,-4.146,-10.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-01,mean_date,-7.484,-12.67,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-02,mean_date,-9.61,-17.84,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-03,mean_date,-6.981,-19.36,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-04,mean_date,-9.63,-15.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-05,mean_date,-7.279,-18.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-06,mean_date,-1.606,-12.2,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-07,mean_date,-2.16,-11.07,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-08,mean_date,-15.47,-17.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-09,mean_date,-15.87,-22.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-10,mean_date,-14.93,-29.36,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-11,mean_date,-12.5,-22.77,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-12,mean_date,-21.16,-27.96,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-13,mean_date,-15.54,-31.88,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-14,mean_date,-8.91,-20.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-15,mean_date,-3.5,-11.98,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-16,mean_date,-9.5,-15.9,degrees Celsius,T107C thermistor (Campbell Scientific),1,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-17,mean_date,-4.666,-21.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-18,mean_date,1.35,-7.536,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-19,mean_date,1.427,-0.778,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-20,mean_date,-1.698,-5.957,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-21,mean_date,-6.091,-19.41,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-22,mean_date,-4.427,-18.65,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-23,mean_date,-2.287,-6.296,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-24,mean_date,-6.37,-13.1,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-25,mean_date,-2.469,-10.4,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-26,mean_date,2.808,-13.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-27,mean_date,1.844,-8.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-28,mean_date,-5.515,-13.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-02-29,mean_date,-15.62,-24.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-01,mean_date,-8.37,-25.55,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-02,mean_date,-4.287,-22.99,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-03,mean_date,-4.674,-19.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-04,mean_date,-4.361,-17.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-05,mean_date,0.18,-16.16,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-06,mean_date,12.44,-4.293,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-07,mean_date,6.407,-2.728,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-08,mean_date,2.722,0.115,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-09,mean_date,-1.708,-4.55,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-10,mean_date,0.694,-4.286,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-11,mean_date,12.07,-2.384,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-12,mean_date,13.1,1.062,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-13,mean_date,9.46,4.537,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-14,mean_date,12.84,2.478,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-15,mean_date,6.767,1.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-16,mean_date,-1.481,-3.849,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-17,mean_date,0.042,-6.797,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-18,mean_date,-1.407,-11.95,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-19,mean_date,2.094,-12.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-20,mean_date,1.891,-8.57,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-21,mean_date,1.501,-10.72,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-22,mean_date,-0.542,-9.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-23,mean_date,1.471,-13.64,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-24,mean_date,4.607,-7.971,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-25,mean_date,-0.352,-4.069,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-26,mean_date,3.422,-10.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-27,mean_date,7.668,-7.536,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-28,mean_date,10.09,-1.903,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-29,mean_date,12.03,-2.761,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-30,mean_date,11.23,0.439,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-03-31,mean_date,8.08,-2.751,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-01,mean_date,-3.457,-10.96,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-02,mean_date,-6.197,-12.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-03,mean_date,-3.861,-9.67,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-04,mean_date,-0.947,-15.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-05,mean_date,3.347,-10.57,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-06,mean_date,0.809,-1.65,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-07,mean_date,1.578,-3.791,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-08,mean_date,-5.012,-12.05,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-09,mean_date,-1.788,-15.94,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-10,mean_date,-0.468,-5.956,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-11,mean_date,-1.548,-9.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-12,mean_date,5.981,-13.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-13,mean_date,12.58,-3.575,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-14,mean_date,12.15,1.979,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-15,mean_date,21.07,5.771,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-16,mean_date,9.47,1.842,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-17,mean_date,1.917,0.651,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-18,mean_date,11.69,-0.739,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-19,mean_date,18.54,1.324,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-20,mean_date,14.34,4.561,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-21,mean_date,7.532,1.761,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-22,mean_date,11.02,-3.305,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-23,mean_date,8.52,-1.648,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-24,mean_date,10.78,-0.989,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-25,mean_date,9.25,-0.206,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-26,mean_date,12.18,-1.794,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-27,mean_date,12.66,-0.992,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
